borrower_id,doc_type,file_name,status,quality_score,note
B10231,business_document,b10231_business_document.pdf,suspicious,44,OCR pending — status from structured verification
B10232,identity,b10232_identity.pdf,suspicious,86,OCR pending — status from structured verification
B10232,bank_statement,b10232_bank_statement.pdf,suspicious,78,OCR pending — status from structured verification
B10232,income_document,b10232_income_document.pdf,verified,75,Structured checks passed
B10233,identity,b10233_identity.pdf,verified,61,Structured checks passed
B10233,bank_statement,b10233_bank_statement.pdf,needs_review,59,OCR pending — status from structured verification
B10233,income_document,b10233_income_document.pdf,verified,71,Structured checks passed
B10234,identity,b10234_identity.pdf,verified,55,Structured checks passed
B10234,bank_statement,b10234_bank_statement.pdf,suspicious,60,OCR pending — status from structured verification
B10234,income_document,b10234_income_document.pdf,suspicious,55,OCR pending — status from structured verification
B10234,business_document,b10234_business_document.pdf,suspicious,48,OCR pending — status from structured verification
B10235,identity,b10235_identity.pdf,verified,53,Structured checks passed
B10235,bank_statement,b10235_bank_statement.pdf,verified,56,Structured checks passed
B10235,income_document,b10235_income_document.pdf,verified,61,Structured checks passed
B10235,business_document,b10235_business_document.pdf,verified,48,Structured checks passed
B10236,identity,b10236_identity.pdf,suspicious,49,OCR pending — status from structured verification
B10236,bank_statement,b10236_bank_statement.pdf,verified,53,Structured checks passed
B10236,income_document,b10236_income_document.pdf,verified,45,Structured checks passed
B10236,salary_slip,b10236_salary_slip.pdf,verified,56,Structured checks passed
B10237,identity,b10237_identity.pdf,verified,69,Structured checks passed
B10237,bank_statement,b10237_bank_statement.pdf,needs_review,68,OCR pending — status from structured verification
B10237,income_document,b10237_income_document.pdf,verified,77,Structured checks passed
B10237,business_document,b10237_business_document.pdf,needs_review,68,OCR pending — status from structured verification
B10238,identity,b10238_identity.pdf,verified,67,Structured checks passed
B10238,bank_statement,b10238_bank_statement.pdf,verified,80,Structured checks passed
B10238,income_document,b10238_income_document.pdf,verified,79,Structured checks passed
B10238,salary_slip,b10238_salary_slip.pdf,verified,77,Structured checks passed
B10239,identity,b10239_identity.pdf,suspicious,51,OCR pending — status from structured verification
B10239,bank_statement,b10239_bank_statement.pdf,verified,56,Structured checks passed
B10239,income_document,b10239_income_document.pdf,suspicious,54,OCR pending — status from structured verification
B10240,identity,b10240_identity.pdf,verified,61,Structured checks passed
B10240,bank_statement,b10240_bank_statement.pdf,verified,69,Structured checks passed
B10240,income_document,b10240_income_document.pdf,verified,70,Structured checks passed
B10241,identity,b10241_identity.pdf,verified,88,Structured checks passed
B10241,bank_statement,b10241_bank_statement.pdf,verified,71,Structured checks passed
B10241,income_document,b10241_income_document.pdf,needs_review,75,OCR pending — status from structured verification
B10242,identity,b10242_identity.pdf,needs_review,71,OCR pending — status from structured verification
B10242,bank_statement,b10242_bank_statement.pdf,verified,75,Structured checks passed
B10242,income_document,b10242_income_document.pdf,needs_review,68,OCR pending — status from structured verification
B10242,salary_slip,b10242_salary_slip.pdf,needs_review,87,OCR pending — status from structured verification
B10243,identity,b10243_identity.pdf,verified,63,Structured checks passed
B10243,bank_statement,b10243_bank_statement.pdf,verified,69,Structured checks passed
B10243,income_document,b10243_income_document.pdf,verified,54,Structured checks passed
B10244,identity,b10244_identity.pdf,needs_review,99,OCR pending — status from structured verification
B10244,bank_statement,b10244_bank_statement.pdf,verified,99,Structured checks passed
B10244,income_document,b10244_income_document.pdf,verified,92,Structured checks passed
B10244,salary_slip,b10244_salary_slip.pdf,verified,99,Structured checks passed
B10245,identity,b10245_identity.pdf,verified,44,Structured checks passed
B10245,bank_statement,b10245_bank_statement.pdf,verified,48,Structured checks passed
B10245,income_document,b10245_income_document.pdf,verified,59,Structured checks passed
B10245,salary_slip,b10245_salary_slip.pdf,verified,57,Structured checks passed
B10246,identity,b10246_identity.pdf,verified,53,Structured checks passed
B10246,bank_statement,b10246_bank_statement.pdf,verified,39,Structured checks passed
B10246,income_document,b10246_income_document.pdf,verified,47,Structured checks passed
B10246,salary_slip,b10246_salary_slip.pdf,verified,39,Structured checks passed
B10247,identity,b10247_identity.pdf,verified,65,Structured checks passed
B10247,bank_statement,b10247_bank_statement.pdf,suspicious,67,OCR pending — status from structured verification
B10247,income_document,b10247_income_document.pdf,verified,61,Structured checks passed
B10247,business_document,b10247_business_document.pdf,suspicious,68,OCR pending — status from structured verification
B10248,identity,b10248_identity.pdf,verified,88,Structured checks passed
B10248,bank_statement,b10248_bank_statement.pdf,needs_review,90,OCR pending — status from structured verification
B10248,income_document,b10248_income_document.pdf,verified,82,Structured checks passed
B10249,identity,b10249_identity.pdf,suspicious,49,OCR pending — status from structured verification
B10249,bank_statement,b10249_bank_statement.pdf,verified,46,Structured checks passed
B10249,income_document,b10249_income_document.pdf,needs_review,48,OCR pending — status from structured verification
B10249,salary_slip,b10249_salary_slip.pdf,needs_review,42,OCR pending — status from structured verification
B10250,identity,b10250_identity.pdf,suspicious,34,OCR pending — status from structured verification
B10250,bank_statement,b10250_bank_statement.pdf,verified,44,Structured checks passed
B10250,income_document,b10250_income_document.pdf,suspicious,31,OCR pending — status from structured verification
B10251,identity,b10251_identity.pdf,verified,81,Structured checks passed
B10251,bank_statement,b10251_bank_statement.pdf,suspicious,89,OCR pending — status from structured verification
B10251,income_document,b10251_income_document.pdf,needs_review,81,OCR pending — status from structured verification
B10252,identity,b10252_identity.pdf,verified,54,Structured checks passed
B10252,bank_statement,b10252_bank_statement.pdf,verified,68,Structured checks passed
B10252,income_document,b10252_income_document.pdf,verified,60,Structured checks passed
B10252,business_document,b10252_business_document.pdf,verified,55,Structured checks passed
B10253,identity,b10253_identity.pdf,needs_review,38,OCR pending — status from structured verification
B10253,bank_statement,b10253_bank_statement.pdf,suspicious,50,OCR pending — status from structured verification
B10253,income_document,b10253_income_document.pdf,verified,45,Structured checks passed
B10254,identity,b10254_identity.pdf,verified,49,Structured checks passed
B10254,bank_statement,b10254_bank_statement.pdf,suspicious,59,OCR pending — status from structured verification
B10254,income_document,b10254_income_document.pdf,suspicious,53,OCR pending — status from structured verification
B10255,identity,b10255_identity.pdf,verified,74,Structured checks passed
B10255,bank_statement,b10255_bank_statement.pdf,verified,89,Structured checks passed
B10255,income_document,b10255_income_document.pdf,verified,76,Structured checks passed
B10256,identity,b10256_identity.pdf,verified,54,Structured checks passed
B10256,bank_statement,b10256_bank_statement.pdf,suspicious,66,OCR pending — status from structured verification
B10256,income_document,b10256_income_document.pdf,needs_review,48,OCR pending — status from structured verification
B10256,business_document,b10256_business_document.pdf,suspicious,64,OCR pending — status from structured verification
B10257,identity,b10257_identity.pdf,verified,76,Structured checks passed
B10257,bank_statement,b10257_bank_statement.pdf,verified,89,Structured checks passed
B10257,income_document,b10257_income_document.pdf,verified,89,Structured checks passed
B10258,identity,b10258_identity.pdf,verified,63,Structured checks passed
B10258,bank_statement,b10258_bank_statement.pdf,suspicious,56,OCR pending — status from structured verification
B10258,income_document,b10258_income_document.pdf,verified,55,Structured checks passed
B10259,identity,b10259_identity.pdf,verified,83,Structured checks passed
B10259,bank_statement,b10259_bank_statement.pdf,verified,79,Structured checks passed
B10259,income_document,b10259_income_document.pdf,verified,93,Structured checks passed
B10259,salary_slip,b10259_salary_slip.pdf,verified,75,Structured checks passed
B10260,identity,b10260_identity.pdf,verified,52,Structured checks passed
B10260,bank_statement,b10260_bank_statement.pdf,verified,63,Structured checks passed
B10260,income_document,b10260_income_document.pdf,suspicious,63,OCR pending — status from structured verification
B10261,identity,b10261_identity.pdf,verified,99,Structured checks passed
B10261,bank_statement,b10261_bank_statement.pdf,verified,99,Structured checks passed
B10261,income_document,b10261_income_document.pdf,verified,99,Structured checks passed
B10261,salary_slip,b10261_salary_slip.pdf,verified,99,Structured checks passed
B10262,identity,b10262_identity.pdf,suspicious,55,OCR pending — status from structured verification
B10262,bank_statement,b10262_bank_statement.pdf,suspicious,47,OCR pending — status from structured verification
B10262,income_document,b10262_income_document.pdf,verified,41,Structured checks passed
B10263,identity,b10263_identity.pdf,verified,84,Structured checks passed
B10263,bank_statement,b10263_bank_statement.pdf,verified,84,Structured checks passed
B10263,income_document,b10263_income_document.pdf,needs_review,78,OCR pending — status from structured verification
B10263,salary_slip,b10263_salary_slip.pdf,needs_review,84,OCR pending — status from structured verification
B10264,identity,b10264_identity.pdf,verified,82,Structured checks passed
B10264,bank_statement,b10264_bank_statement.pdf,verified,87,Structured checks passed
B10264,income_document,b10264_income_document.pdf,needs_review,83,OCR pending — status from structured verification
B10265,identity,b10265_identity.pdf,needs_review,57,OCR pending — status from structured verification
B10265,bank_statement,b10265_bank_statement.pdf,needs_review,54,OCR pending — status from structured verification
B10265,income_document,b10265_income_document.pdf,suspicious,44,OCR pending — status from structured verification
B10266,identity,b10266_identity.pdf,suspicious,43,OCR pending — status from structured verification
B10266,bank_statement,b10266_bank_statement.pdf,suspicious,33,OCR pending — status from structured verification
B10266,income_document,b10266_income_document.pdf,suspicious,46,OCR pending — status from structured verification
B10266,salary_slip,b10266_salary_slip.pdf,suspicious,43,OCR pending — status from structured verification
B10267,identity,b10267_identity.pdf,verified,75,Structured checks passed
B10267,bank_statement,b10267_bank_statement.pdf,verified,90,Structured checks passed
B10267,income_document,b10267_income_document.pdf,verified,84,Structured checks passed
B10268,identity,b10268_identity.pdf,verified,47,Structured checks passed
B10268,bank_statement,b10268_bank_statement.pdf,verified,49,Structured checks passed
B10268,income_document,b10268_income_document.pdf,needs_review,65,OCR pending — status from structured verification
B10269,identity,b10269_identity.pdf,verified,64,Structured checks passed
B10269,bank_statement,b10269_bank_statement.pdf,needs_review,55,OCR pending — status from structured verification
B10269,income_document,b10269_income_document.pdf,suspicious,66,OCR pending — status from structured verification
B10269,business_document,b10269_business_document.pdf,needs_review,61,OCR pending — status from structured verification
B10270,identity,b10270_identity.pdf,verified,88,Structured checks passed
B10270,bank_statement,b10270_bank_statement.pdf,verified,84,Structured checks passed
B10270,income_document,b10270_income_document.pdf,verified,70,Structured checks passed
B10270,salary_slip,b10270_salary_slip.pdf,verified,79,Structured checks passed
B10271,identity,b10271_identity.pdf,verified,47,Structured checks passed
B10271,bank_statement,b10271_bank_statement.pdf,needs_review,50,OCR pending — status from structured verification
B10271,income_document,b10271_income_document.pdf,suspicious,37,OCR pending — status from structured verification
B10271,salary_slip,b10271_salary_slip.pdf,suspicious,41,OCR pending — status from structured verification
B10272,identity,b10272_identity.pdf,verified,62,Structured checks passed
B10272,bank_statement,b10272_bank_statement.pdf,verified,62,Structured checks passed
B10272,income_document,b10272_income_document.pdf,needs_review,45,OCR pending — status from structured verification
B10273,identity,b10273_identity.pdf,verified,99,Structured checks passed
B10273,bank_statement,b10273_bank_statement.pdf,verified,99,Structured checks passed
B10273,income_document,b10273_income_document.pdf,verified,99,Structured checks passed
B10274,identity,b10274_identity.pdf,verified,49,Structured checks passed
B10274,bank_statement,b10274_bank_statement.pdf,needs_review,59,OCR pending — status from structured verification
B10274,income_document,b10274_income_document.pdf,verified,61,Structured checks passed
B10274,salary_slip,b10274_salary_slip.pdf,verified,52,Structured checks passed
B10275,identity,b10275_identity.pdf,verified,82,Structured checks passed
B10275,bank_statement,b10275_bank_statement.pdf,verified,87,Structured checks passed
B10275,income_document,b10275_income_document.pdf,verified,73,Structured checks passed
B10276,identity,b10276_identity.pdf,verified,35,Structured checks passed
B10276,bank_statement,b10276_bank_statement.pdf,verified,32,Structured checks passed
B10276,income_document,b10276_income_document.pdf,suspicious,38,OCR pending — status from structured verification
B10276,salary_slip,b10276_salary_slip.pdf,suspicious,34,OCR pending — status from structured verification
B10277,identity,b10277_identity.pdf,needs_review,76,OCR pending — status from structured verification
B10277,bank_statement,b10277_bank_statement.pdf,verified,59,Structured checks passed
B10277,income_document,b10277_income_document.pdf,verified,59,Structured checks passed
B10277,business_document,b10277_business_document.pdf,verified,71,Structured checks passed
B10278,identity,b10278_identity.pdf,verified,57,Structured checks passed
B10278,bank_statement,b10278_bank_statement.pdf,verified,56,Structured checks passed
B10278,income_document,b10278_income_document.pdf,verified,43,Structured checks passed
B10279,identity,b10279_identity.pdf,needs_review,68,OCR pending — status from structured verification
B10279,bank_statement,b10279_bank_statement.pdf,verified,71,Structured checks passed
B10279,income_document,b10279_income_document.pdf,verified,84,Structured checks passed
B10280,identity,b10280_identity.pdf,suspicious,43,OCR pending — status from structured verification
B10280,bank_statement,b10280_bank_statement.pdf,verified,43,Structured checks passed
B10280,income_document,b10280_income_document.pdf,verified,40,Structured checks passed
B10280,business_document,b10280_business_document.pdf,verified,54,Structured checks passed
B10281,identity,b10281_identity.pdf,verified,57,Structured checks passed
B10281,bank_statement,b10281_bank_statement.pdf,verified,61,Structured checks passed
B10281,income_document,b10281_income_document.pdf,needs_review,52,OCR pending — status from structured verification
B10282,identity,b10282_identity.pdf,verified,83,Structured checks passed
B10282,bank_statement,b10282_bank_statement.pdf,needs_review,79,OCR pending — status from structured verification
B10282,income_document,b10282_income_document.pdf,verified,75,Structured checks passed
B10283,identity,b10283_identity.pdf,verified,97,Structured checks passed
B10283,bank_statement,b10283_bank_statement.pdf,verified,99,Structured checks passed
B10283,income_document,b10283_income_document.pdf,verified,99,Structured checks passed
B10283,salary_slip,b10283_salary_slip.pdf,verified,91,Structured checks passed
B10284,identity,b10284_identity.pdf,verified,77,Structured checks passed
B10284,bank_statement,b10284_bank_statement.pdf,verified,76,Structured checks passed
B10284,income_document,b10284_income_document.pdf,verified,84,Structured checks passed
B10284,salary_slip,b10284_salary_slip.pdf,verified,68,Structured checks passed
B10285,identity,b10285_identity.pdf,verified,66,Structured checks passed
B10285,bank_statement,b10285_bank_statement.pdf,verified,70,Structured checks passed
B10285,income_document,b10285_income_document.pdf,verified,56,Structured checks passed
B10286,identity,b10286_identity.pdf,verified,56,Structured checks passed
B10286,bank_statement,b10286_bank_statement.pdf,verified,57,Structured checks passed
B10286,income_document,b10286_income_document.pdf,needs_review,46,OCR pending — status from structured verification
B10286,salary_slip,b10286_salary_slip.pdf,needs_review,56,OCR pending — status from structured verification
B10287,identity,b10287_identity.pdf,verified,72,Structured checks passed
B10287,bank_statement,b10287_bank_statement.pdf,verified,71,Structured checks passed
B10287,income_document,b10287_income_document.pdf,verified,86,Structured checks passed
B10288,identity,b10288_identity.pdf,verified,53,Structured checks passed
B10288,bank_statement,b10288_bank_statement.pdf,needs_review,64,OCR pending — status from structured verification
B10288,income_document,b10288_income_document.pdf,verified,56,Structured checks passed
B10288,salary_slip,b10288_salary_slip.pdf,verified,71,Structured checks passed
B10289,identity,b10289_identity.pdf,needs_review,50,OCR pending — status from structured verification
B10289,bank_statement,b10289_bank_statement.pdf,suspicious,54,OCR pending — status from structured verification
B10289,income_document,b10289_income_document.pdf,verified,58,Structured checks passed
B10290,identity,b10290_identity.pdf,verified,64,Structured checks passed
B10290,bank_statement,b10290_bank_statement.pdf,needs_review,64,OCR pending — status from structured verification
B10290,income_document,b10290_income_document.pdf,needs_review,71,OCR pending — status from structured verification
B10291,identity,b10291_identity.pdf,verified,67,Structured checks passed
B10291,bank_statement,b10291_bank_statement.pdf,needs_review,76,OCR pending — status from structured verification
B10291,income_document,b10291_income_document.pdf,verified,58,Structured checks passed
B10291,business_document,b10291_business_document.pdf,needs_review,70,OCR pending — status from structured verification
B10292,identity,b10292_identity.pdf,verified,64,Structured checks passed
B10292,bank_statement,b10292_bank_statement.pdf,verified,83,Structured checks passed
B10292,income_document,b10292_income_document.pdf,verified,63,Structured checks passed
B10292,salary_slip,b10292_salary_slip.pdf,verified,68,Structured checks passed
B10293,identity,b10293_identity.pdf,verified,46,Structured checks passed
B10293,bank_statement,b10293_bank_statement.pdf,verified,46,Structured checks passed
B10293,income_document,b10293_income_document.pdf,verified,48,Structured checks passed
B10293,salary_slip,b10293_salary_slip.pdf,verified,57,Structured checks passed
B10294,identity,b10294_identity.pdf,verified,75,Structured checks passed
B10294,bank_statement,b10294_bank_statement.pdf,verified,83,Structured checks passed
B10294,income_document,b10294_income_document.pdf,verified,81,Structured checks passed
B10294,salary_slip,b10294_salary_slip.pdf,verified,83,Structured checks passed
B10295,identity,b10295_identity.pdf,verified,77,Structured checks passed
B10295,bank_statement,b10295_bank_statement.pdf,verified,63,Structured checks passed
B10295,income_document,b10295_income_document.pdf,needs_review,75,OCR pending — status from structured verification
B10295,business_document,b10295_business_document.pdf,verified,69,Structured checks passed
B10296,identity,b10296_identity.pdf,verified,86,Structured checks passed
B10296,bank_statement,b10296_bank_statement.pdf,verified,85,Structured checks passed
B10296,income_document,b10296_income_document.pdf,verified,97,Structured checks passed
B10297,identity,b10297_identity.pdf,verified,97,Structured checks passed
B10297,bank_statement,b10297_bank_statement.pdf,verified,95,Structured checks passed
B10297,income_document,b10297_income_document.pdf,verified,84,Structured checks passed
B10298,identity,b10298_identity.pdf,verified,44,Structured checks passed
B10298,bank_statement,b10298_bank_statement.pdf,verified,46,Structured checks passed
B10298,income_document,b10298_income_document.pdf,verified,49,Structured checks passed
B10299,identity,b10299_identity.pdf,verified,49,Structured checks passed
B10299,bank_statement,b10299_bank_statement.pdf,verified,52,Structured checks passed
B10299,income_document,b10299_income_document.pdf,verified,51,Structured checks passed
B10299,salary_slip,b10299_salary_slip.pdf,verified,58,Structured checks passed
B10300,identity,b10300_identity.pdf,verified,78,Structured checks passed
B10300,bank_statement,b10300_bank_statement.pdf,verified,75,Structured checks passed
B10300,income_document,b10300_income_document.pdf,needs_review,77,OCR pending — status from structured verification
B10300,salary_slip,b10300_salary_slip.pdf,needs_review,64,OCR pending — status from structured verification
B10301,identity,b10301_identity.pdf,verified,16,Structured checks passed
B10301,bank_statement,b10301_bank_statement.pdf,verified,28,Structured checks passed
B10301,income_document,b10301_income_document.pdf,verified,29,Structured checks passed
B10302,identity,b10302_identity.pdf,suspicious,62,OCR pending — status from structured verification
B10302,bank_statement,b10302_bank_statement.pdf,verified,52,Structured checks passed
B10302,income_document,b10302_income_document.pdf,suspicious,51,OCR pending — status from structured verification
B10303,identity,b10303_identity.pdf,suspicious,35,OCR pending — status from structured verification
B10303,bank_statement,b10303_bank_statement.pdf,verified,27,Structured checks passed
B10303,income_document,b10303_income_document.pdf,needs_review,33,OCR pending — status from structured verification
B10303,salary_slip,b10303_salary_slip.pdf,needs_review,37,OCR pending — status from structured verification
B10304,identity,b10304_identity.pdf,verified,61,Structured checks passed
B10304,bank_statement,b10304_bank_statement.pdf,verified,67,Structured checks passed
B10304,income_document,b10304_income_document.pdf,verified,74,Structured checks passed
B10304,business_document,b10304_business_document.pdf,verified,68,Structured checks passed
B10305,identity,b10305_identity.pdf,verified,78,Structured checks passed
B10305,bank_statement,b10305_bank_statement.pdf,verified,72,Structured checks passed
B10305,income_document,b10305_income_document.pdf,verified,76,Structured checks passed
B10305,salary_slip,b10305_salary_slip.pdf,verified,67,Structured checks passed
B10306,identity,b10306_identity.pdf,verified,49,Structured checks passed
B10306,bank_statement,b10306_bank_statement.pdf,suspicious,58,OCR pending — status from structured verification
B10306,income_document,b10306_income_document.pdf,verified,69,Structured checks passed
B10306,business_document,b10306_business_document.pdf,suspicious,57,OCR pending — status from structured verification
B10307,identity,b10307_identity.pdf,verified,84,Structured checks passed
B10307,bank_statement,b10307_bank_statement.pdf,verified,90,Structured checks passed
B10307,income_document,b10307_income_document.pdf,verified,86,Structured checks passed
B10307,salary_slip,b10307_salary_slip.pdf,verified,88,Structured checks passed
B10308,identity,b10308_identity.pdf,needs_review,61,OCR pending — status from structured verification
B10308,bank_statement,b10308_bank_statement.pdf,verified,55,Structured checks passed
B10308,income_document,b10308_income_document.pdf,verified,44,Structured checks passed
B10308,salary_slip,b10308_salary_slip.pdf,verified,64,Structured checks passed
B10309,identity,b10309_identity.pdf,verified,68,Structured checks passed
B10309,bank_statement,b10309_bank_statement.pdf,verified,61,Structured checks passed
B10309,income_document,b10309_income_document.pdf,verified,68,Structured checks passed
B10310,identity,b10310_identity.pdf,needs_review,43,OCR pending — status from structured verification
B10310,bank_statement,b10310_bank_statement.pdf,verified,57,Structured checks passed
B10310,income_document,b10310_income_document.pdf,verified,59,Structured checks passed
B10311,identity,b10311_identity.pdf,verified,56,Structured checks passed
B10311,bank_statement,b10311_bank_statement.pdf,verified,54,Structured checks passed
B10311,income_document,b10311_income_document.pdf,verified,67,Structured checks passed
B10311,business_document,b10311_business_document.pdf,verified,68,Structured checks passed
B10312,identity,b10312_identity.pdf,verified,95,Structured checks passed
B10312,bank_statement,b10312_bank_statement.pdf,verified,86,Structured checks passed
B10312,income_document,b10312_income_document.pdf,verified,91,Structured checks passed
B10312,salary_slip,b10312_salary_slip.pdf,verified,95,Structured checks passed
B10313,identity,b10313_identity.pdf,verified,99,Structured checks passed
B10313,bank_statement,b10313_bank_statement.pdf,verified,92,Structured checks passed
B10313,income_document,b10313_income_document.pdf,verified,94,Structured checks passed
B10313,salary_slip,b10313_salary_slip.pdf,verified,99,Structured checks passed
B10314,identity,b10314_identity.pdf,needs_review,81,OCR pending — status from structured verification
B10314,bank_statement,b10314_bank_statement.pdf,verified,78,Structured checks passed
B10314,income_document,b10314_income_document.pdf,verified,76,Structured checks passed
B10315,identity,b10315_identity.pdf,verified,67,Structured checks passed
B10315,bank_statement,b10315_bank_statement.pdf,verified,59,Structured checks passed
B10315,income_document,b10315_income_document.pdf,verified,62,Structured checks passed
B10315,salary_slip,b10315_salary_slip.pdf,verified,66,Structured checks passed
B10316,identity,b10316_identity.pdf,suspicious,50,OCR pending — status from structured verification
B10316,bank_statement,b10316_bank_statement.pdf,verified,63,Structured checks passed
B10316,income_document,b10316_income_document.pdf,verified,49,Structured checks passed
B10317,identity,b10317_identity.pdf,verified,65,Structured checks passed
B10317,bank_statement,b10317_bank_statement.pdf,verified,66,Structured checks passed
B10317,income_document,b10317_income_document.pdf,verified,64,Structured checks passed
B10317,salary_slip,b10317_salary_slip.pdf,verified,73,Structured checks passed
B10318,identity,b10318_identity.pdf,verified,79,Structured checks passed
B10318,bank_statement,b10318_bank_statement.pdf,verified,77,Structured checks passed
B10318,income_document,b10318_income_document.pdf,verified,83,Structured checks passed
B10318,business_document,b10318_business_document.pdf,verified,76,Structured checks passed
B10319,identity,b10319_identity.pdf,verified,64,Structured checks passed
B10319,bank_statement,b10319_bank_statement.pdf,verified,50,Structured checks passed
B10319,income_document,b10319_income_document.pdf,verified,51,Structured checks passed
B10319,salary_slip,b10319_salary_slip.pdf,verified,62,Structured checks passed
B10320,identity,b10320_identity.pdf,verified,68,Structured checks passed
B10320,bank_statement,b10320_bank_statement.pdf,needs_review,85,OCR pending — status from structured verification
B10320,income_document,b10320_income_document.pdf,verified,69,Structured checks passed
B10320,business_document,b10320_business_document.pdf,needs_review,66,OCR pending — status from structured verification
B10321,identity,b10321_identity.pdf,verified,49,Structured checks passed
B10321,bank_statement,b10321_bank_statement.pdf,verified,49,Structured checks passed
B10321,income_document,b10321_income_document.pdf,needs_review,52,OCR pending — status from structured verification
B10322,identity,b10322_identity.pdf,verified,90,Structured checks passed
B10322,bank_statement,b10322_bank_statement.pdf,verified,80,Structured checks passed
B10322,income_document,b10322_income_document.pdf,verified,93,Structured checks passed
B10322,salary_slip,b10322_salary_slip.pdf,verified,83,Structured checks passed
B10323,identity,b10323_identity.pdf,verified,52,Structured checks passed
B10323,bank_statement,b10323_bank_statement.pdf,verified,53,Structured checks passed
B10323,income_document,b10323_income_document.pdf,suspicious,49,OCR pending — status from structured verification
B10323,salary_slip,b10323_salary_slip.pdf,suspicious,42,OCR pending — status from structured verification
B10324,identity,b10324_identity.pdf,verified,65,Structured checks passed
B10324,bank_statement,b10324_bank_statement.pdf,verified,54,Structured checks passed
B10324,income_document,b10324_income_document.pdf,verified,72,Structured checks passed
B10324,business_document,b10324_business_document.pdf,verified,66,Structured checks passed
B10325,identity,b10325_identity.pdf,verified,81,Structured checks passed
B10325,bank_statement,b10325_bank_statement.pdf,verified,90,Structured checks passed
B10325,income_document,b10325_income_document.pdf,verified,94,Structured checks passed
B10326,identity,b10326_identity.pdf,verified,70,Structured checks passed
B10326,bank_statement,b10326_bank_statement.pdf,verified,88,Structured checks passed
B10326,income_document,b10326_income_document.pdf,verified,81,Structured checks passed
B10326,salary_slip,b10326_salary_slip.pdf,verified,85,Structured checks passed
B10327,identity,b10327_identity.pdf,verified,49,Structured checks passed
B10327,bank_statement,b10327_bank_statement.pdf,verified,41,Structured checks passed
B10327,income_document,b10327_income_document.pdf,verified,45,Structured checks passed
B10327,salary_slip,b10327_salary_slip.pdf,verified,45,Structured checks passed
B10328,identity,b10328_identity.pdf,suspicious,66,OCR pending — status from structured verification
B10328,bank_statement,b10328_bank_statement.pdf,needs_review,81,OCR pending — status from structured verification
B10328,income_document,b10328_income_document.pdf,needs_review,78,OCR pending — status from structured verification
B10328,salary_slip,b10328_salary_slip.pdf,needs_review,83,OCR pending — status from structured verification
B10329,identity,b10329_identity.pdf,verified,49,Structured checks passed
B10329,bank_statement,b10329_bank_statement.pdf,verified,47,Structured checks passed
B10329,income_document,b10329_income_document.pdf,verified,54,Structured checks passed
B10329,business_document,b10329_business_document.pdf,verified,49,Structured checks passed
B10330,identity,b10330_identity.pdf,verified,52,Structured checks passed
B10330,bank_statement,b10330_bank_statement.pdf,verified,58,Structured checks passed
B10330,income_document,b10330_income_document.pdf,verified,48,Structured checks passed
B10331,identity,b10331_identity.pdf,verified,49,Structured checks passed
B10331,bank_statement,b10331_bank_statement.pdf,verified,67,Structured checks passed
B10331,income_document,b10331_income_document.pdf,suspicious,62,OCR pending — status from structured verification
B10332,identity,b10332_identity.pdf,verified,46,Structured checks passed
B10332,bank_statement,b10332_bank_statement.pdf,verified,55,Structured checks passed
B10332,income_document,b10332_income_document.pdf,needs_review,59,OCR pending — status from structured verification
B10333,identity,b10333_identity.pdf,verified,87,Structured checks passed
B10333,bank_statement,b10333_bank_statement.pdf,verified,83,Structured checks passed
B10333,income_document,b10333_income_document.pdf,verified,67,Structured checks passed
B10334,identity,b10334_identity.pdf,verified,67,Structured checks passed
B10334,bank_statement,b10334_bank_statement.pdf,verified,64,Structured checks passed
B10334,income_document,b10334_income_document.pdf,verified,58,Structured checks passed
B10334,business_document,b10334_business_document.pdf,verified,68,Structured checks passed
B10335,identity,b10335_identity.pdf,verified,83,Structured checks passed
B10335,bank_statement,b10335_bank_statement.pdf,verified,72,Structured checks passed
B10335,income_document,b10335_income_document.pdf,verified,85,Structured checks passed
B10335,salary_slip,b10335_salary_slip.pdf,verified,70,Structured checks passed
B10336,identity,b10336_identity.pdf,needs_review,50,OCR pending — status from structured verification
B10336,bank_statement,b10336_bank_statement.pdf,suspicious,69,OCR pending — status from structured verification
B10336,income_document,b10336_income_document.pdf,verified,49,Structured checks passed
B10336,salary_slip,b10336_salary_slip.pdf,verified,50,Structured checks passed
B10337,identity,b10337_identity.pdf,verified,65,Structured checks passed
B10337,bank_statement,b10337_bank_statement.pdf,needs_review,47,OCR pending — status from structured verification
B10337,income_document,b10337_income_document.pdf,needs_review,65,OCR pending — status from structured verification
B10337,business_document,b10337_business_document.pdf,needs_review,48,OCR pending — status from structured verification
B10338,identity,b10338_identity.pdf,verified,58,Structured checks passed
B10338,bank_statement,b10338_bank_statement.pdf,verified,73,Structured checks passed
B10338,income_document,b10338_income_document.pdf,verified,60,Structured checks passed
B10338,business_document,b10338_business_document.pdf,verified,69,Structured checks passed
B10339,identity,b10339_identity.pdf,verified,56,Structured checks passed
B10339,bank_statement,b10339_bank_statement.pdf,verified,65,Structured checks passed
B10339,income_document,b10339_income_document.pdf,needs_review,58,OCR pending — status from structured verification
B10340,identity,b10340_identity.pdf,verified,61,Structured checks passed
B10340,bank_statement,b10340_bank_statement.pdf,verified,68,Structured checks passed
B10340,income_document,b10340_income_document.pdf,needs_review,69,OCR pending — status from structured verification
