borrower_id,month,label,income,expenses,debt,transactions,bounced,disputed
B10266,1,M-5,20440,9543,11234,85,0,0
B10266,2,M-4,21377,12832,2912,58,0,0
B10266,3,M-3,25524,15588,30423,79,0,0
B10266,4,M-2,26749,12481,21457,53,0,0
B10266,5,M-1,27682,21750,11635,73,0,0
B10267,0,M-6,30634,23902,17464,51,0,0
B10267,1,M-5,29150,20349,25475,66,0,0
B10267,2,M-4,29236,27637,18970,39,0,0
B10267,3,M-3,29013,21406,32919,87,1,0
B10267,4,M-2,29086,17939,31086,79,0,0
B10267,5,M-1,31570,15327,12240,56,0,0
B10268,0,M-6,52186,32468,16620,28,0,0
B10268,1,M-5,52640,28217,24808,25,0,0
B10268,2,M-4,57062,43508,8444,42,0,0
B10268,3,M-3,54449,39007,19642,76,0,0
B10268,4,M-2,61771,31650,24242,26,0,0
B10268,5,M-1,58546,34186,23430,74,0,0
B10269,0,M-6,42504,20127,14195,50,0,0
B10269,1,M-5,41010,20901,39694,51,0,0
B10269,2,M-4,41800,28316,45003,89,0,0
B10269,3,M-3,40348,24482,40085,55,0,0
B10269,4,M-2,38983,26848,20681,71,0,0
B10269,5,M-1,41323,33604,61263,28,0,0
B10270,0,M-6,85059,55741,29211,89,0,0
B10270,1,M-5,72992,51771,30831,34,0,0
B10270,2,M-4,74872,49633,20423,69,0,0
B10270,3,M-3,85827,52442,21535,55,0,0
B10270,4,M-2,83777,44481,12557,67,0,0
B10270,5,M-1,77687,45630,10387,71,0,0
B10271,0,M-6,33337,20891,55719,48,0,0
B10271,1,M-5,36162,17557,53669,69,0,0
B10271,2,M-4,35023,19795,41755,86,0,0
B10271,3,M-3,38901,33240,20439,28,0,0
B10271,4,M-2,40896,30101,23424,36,0,0
B10271,5,M-1,40197,22293,34728,44,0,0
B10272,0,M-6,22307,19155,27208,64,0,0
B10272,1,M-5,24550,20697,7455,61,0,0
B10272,2,M-4,27364,16269,4144,81,0,0
B10272,3,M-3,28619,17488,29793,78,0,0
B10272,4,M-2,29634,26608,19050,65,0,0
B10272,5,M-1,28661,15575,8592,55,0,0
B10273,0,M-6,65562,34513,34563,51,0,0
B10273,1,M-5,71278,49534,8247,50,0,0
B10273,2,M-4,76433,53927,8088,77,0,0
B10273,3,M-3,65392,42209,8788,49,0,0
B10273,4,M-2,67842,45117,12191,57,0,0
B10273,5,M-1,73994,49618,9731,78,0,0
B10274,0,M-6,8424,6578,2286,52,0,0
B10274,1,M-5,8509,5091,2127,73,0,0
B10274,2,M-4,8478,4906,4762,33,1,0
B10274,3,M-3,7046,5101,8120,82,0,0
B10274,4,M-2,7839,3820,9817,31,0,0
B10274,5,M-1,7378,5394,4330,41,0,0
B10275,0,M-6,52682,27262,19226,40,0,0
B10275,1,M-5,45416,30307,24198,35,0,0
B10275,2,M-4,50037,24607,22563,28,0,0
B10275,3,M-3,55738,33221,13135,33,0,0
B10275,4,M-2,48281,27179,23836,72,0,0
B10275,5,M-1,55142,32657,10931,57,0,0
B10276,0,M-6,41775,23464,58419,75,0,0
B10276,1,M-5,38919,18860,19070,62,0,0
B10276,2,M-4,42260,28172,7888,64,0,0
B10276,3,M-3,43214,38201,54901,83,0,0
B10276,4,M-2,46497,24060,19270,89,0,0
B10276,5,M-1,44553,22488,24221,64,0,0
B10277,0,M-6,35203,29124,10470,64,0,0
B10277,1,M-5,37970,26958,24051,58,0,0
B10277,2,M-4,39829,20034,25263,40,0,0
B10277,3,M-3,39327,21007,49205,27,0,0
B10277,4,M-2,39138,31752,23050,65,0,0
B10277,5,M-1,37059,25186,46519,44,0,0
B10278,0,M-6,62572,35031,22363,30,0,0
B10278,1,M-5,67546,50842,20969,69,0,0
B10278,2,M-4,68800,48995,18900,29,0,0
B10278,3,M-3,66353,37300,22606,61,0,0
B10278,4,M-2,63537,39932,22765,71,0,0
B10278,5,M-1,65567,38799,21212,57,0,0
B10279,0,M-6,40707,27069,17616,75,0,0
B10279,1,M-5,43137,34458,6985,48,0,0
B10279,2,M-4,38946,28436,10964,73,0,0
B10279,3,M-3,40589,30196,14384,82,0,0
B10279,4,M-2,34692,19610,13971,69,0,0
B10279,5,M-1,38850,23465,18294,48,0,0
B10280,0,M-6,8973,5015,3331,45,0,0
B10280,1,M-5,10251,7169,11628,81,0,0
B10280,2,M-4,11555,10659,6971,70,0,0
B10280,3,M-3,12059,10913,11745,68,0,0
B10280,4,M-2,13231,9322,16346,75,0,0
B10280,5,M-1,14138,6629,10101,30,0,0
B10281,0,M-6,38819,30939,48651,43,0,0
B10281,1,M-5,40920,21042,48624,80,0,0
B10281,2,M-4,40099,23831,39119,40,0,0
B10281,3,M-3,38125,34965,48708,52,0,0
B10281,4,M-2,44196,27576,55334,26,0,0
B10281,5,M-1,43919,32613,42964,37,0,0
B10282,0,M-6,39553,24577,6991,39,0,0
B10282,1,M-5,42128,30493,11214,83,0,0
B10282,2,M-4,41626,27653,10810,62,0,0
B10282,3,M-3,40719,20927,17288,49,0,0
B10282,4,M-2,48191,35380,10141,27,0,0
B10282,5,M-1,43250,32455,19275,77,0,0
B10283,0,M-6,58429,37252,29756,30,0,0
B10283,1,M-5,52973,25401,8378,29,0,0
B10283,2,M-4,53558,33125,16226,66,0,0
B10283,3,M-3,62051,28244,25676,30,0,0
B10283,4,M-2,56821,26471,22565,66,0,0
B10283,5,M-1,55597,30880,14221,54,0,0
B10284,0,M-6,72634,49587,8686,49,0,0
B10284,1,M-5,80068,38710,26691,64,0,0
B10284,2,M-4,69913,33309,29465,41,0,0
B10284,3,M-3,73176,38657,10259,39,0,0
B10284,4,M-2,70440,36173,18379,88,0,0
B10284,5,M-1,79001,39928,28728,41,0,0
B10285,0,M-6,32428,19182,11015,49,0,0
B10285,1,M-5,33050,19980,16456,42,0,0
B10285,2,M-4,36496,21971,7520,40,0,0
B10285,3,M-3,32782,21413,12443,85,0,0
B10285,4,M-2,32358,21739,13455,60,0,0
B10285,5,M-1,33986,18265,7148,82,0,0
B10286,0,M-6,38551,31064,32045,34,0,0
B10286,1,M-5,39966,29452,9861,88,0,0
B10286,2,M-4,41913,27206,13843,74,0,0
B10286,3,M-3,40470,27156,13209,66,0,0
B10286,4,M-2,40952,33758,54101,66,0,0
B10286,5,M-1,37555,30092,21338,51,0,0
B10287,0,M-6,60542,38803,23782,30,0,0
B10287,1,M-5,53168,25250,17284,64,0,0
B10287,2,M-4,54182,43231,29273,30,0,0
B10287,3,M-3,59915,47415,20927,71,0,0
B10287,4,M-2,64601,30948,6945,80,0,0
B10287,5,M-1,65992,51008,28892,27,0,0
B10288,0,M-6,25132,15294,34286,85,1,0
B10288,1,M-5,23038,21074,10090,53,0,0
B10288,2,M-4,27677,17554,15915,80,0,0
B10288,3,M-3,24904,12100,21952,87,0,0
B10288,4,M-2,24735,19011,13170,88,0,0
B10288,5,M-1,28830,18436,29896,89,0,0
B10289,0,M-6,13204,8611,19121,48,0,0
B10289,1,M-5,14651,8490,21714,55,0,0
B10289,2,M-4,16443,8082,21373,67,0,0
B10289,3,M-3,16036,13942,1873,78,0,0
B10289,4,M-2,17698,16421,11370,36,0,0
B10289,5,M-1,16833,13470,11920,77,0,0
B10290,0,M-6,25782,23507,2679,85,0,0
B10290,1,M-5,23918,18412,32084,48,0,0
B10290,2,M-4,24573,23105,21403,55,0,0
B10290,3,M-3,23019,11827,19555,80,0,0
B10290,4,M-2,21655,12994,22140,84,0,0
B10290,5,M-1,24592,15117,11979,64,0,0
B10291,0,M-6,55023,38038,13793,34,0,0
B10291,1,M-5,55389,35456,5994,29,0,0
B10291,2,M-4,49936,28266,16066,40,0,0
B10291,3,M-3,58411,33875,25890,30,0,0
B10291,4,M-2,54193,32812,7770,39,0,0
B10291,5,M-1,58773,27870,18964,60,0,0
B10292,0,M-6,68329,35084,14207,30,0,0
B10292,1,M-5,75151,58059,11711,50,0,0
B10292,2,M-4,68100,31128,32434,64,0,0
B10292,3,M-3,75043,57535,28283,64,0,0
B10292,4,M-2,77590,37610,16410,35,0,0
B10292,5,M-1,74487,36935,16607,51,0,0
B10293,0,M-6,27860,15698,12488,75,0,0
B10293,1,M-5,27273,25601,7358,40,0,0
B10293,2,M-4,28813,22343,18794,84,0,0
B10293,3,M-3,26843,13092,14067,43,0,0
B10293,4,M-2,28205,24508,17940,75,0,0
B10293,5,M-1,25151,15037,28721,37,0,0
B10294,0,M-6,76560,35030,9286,73,0,0
B10294,1,M-5,78289,44455,38565,62,0,0
B10294,2,M-4,79083,60716,13267,40,0,0
B10294,3,M-3,81030,42339,16968,47,0,0
B10294,4,M-2,79877,49985,20978,64,0,0
B10294,5,M-1,71146,43937,40433,71,0,0
B10295,0,M-6,48312,28218,22743,80,0,0
B10295,1,M-5,46105,31594,21538,74,0,0
B10295,2,M-4,52707,39875,18540,36,0,0
B10295,3,M-3,55243,39161,18370,64,0,0
B10295,4,M-2,52136,27394,18036,42,0,0
B10295,5,M-1,48066,23834,6950,53,0,0
B10296,0,M-6,51610,39267,19068,43,0,0
B10296,1,M-5,60167,29739,21977,75,0,0
B10296,2,M-4,58338,30408,25596,38,0,0
B10296,3,M-3,56829,39013,12996,86,0,0
B10296,4,M-2,52017,40494,19387,64,0,0
B10296,5,M-1,50703,35950,6916,38,0,0
B10297,0,M-6,90676,55342,21454,28,0,0
B10297,1,M-5,82135,55335,12578,51,0,0
B10297,2,M-4,97485,56883,24842,56,0,0
B10297,3,M-3,94691,60803,10191,87,0,0
B10297,4,M-2,90308,45530,25384,84,0,0
B10297,5,M-1,80751,61703,27682,61,0,0
B10298,0,M-6,59292,26771,25382,38,0,0
B10298,1,M-5,51456,32438,10255,83,0,0
B10298,2,M-4,54981,33959,14310,63,0,0
B10298,3,M-3,58947,31106,12785,66,0,0
B10298,4,M-2,59044,41245,9354,33,0,0
B10298,5,M-1,55878,43595,15262,87,0,0
B10299,0,M-6,34619,22091,37292,53,0,0
B10299,1,M-5,37325,24311,25227,44,0,0
B10299,2,M-4,36778,29853,21547,80,0,0
B10299,3,M-3,34376,28858,4409,64,0,0
B10299,4,M-2,36224,19225,42712,43,0,0
B10299,5,M-1,35087,27621,35983,48,0,0
B10300,0,M-6,55179,30308,25295,77,0,0
B10300,1,M-5,52808,27602,27883,86,0,0
B10300,2,M-4,62628,46097,15379,48,0,0
B10300,3,M-3,65699,32830,15032,46,0,0
B10300,4,M-2,68755,45192,9738,71,0,0
B10300,5,M-1,68329,37686,6767,27,0,0
B10301,0,M-6,25317,12018,11908,39,0,0
B10301,1,M-5,24220,16042,11203,52,0,0
B10301,2,M-4,23198,21066,3566,76,0,0
B10301,3,M-3,23070,21744,26356,52,0,0
B10301,4,M-2,23300,20423,33051,62,0,0
B10301,5,M-1,27294,24484,37126,74,0,0
B10302,0,M-6,39148,21219,26409,53,0,0
B10302,1,M-5,41131,29098,33547,69,0,0
B10302,2,M-4,38312,24847,53242,89,0,0
B10302,3,M-3,37496,20384,51539,64,0,0
B10302,4,M-2,42054,30232,35586,55,0,0
B10302,5,M-1,39768,22705,20483,59,0,0
B10303,0,M-6,34844,30962,22894,25,0,0
B10303,1,M-5,39405,25444,38584,57,0,0
B10303,2,M-4,36197,29939,5486,68,0,0
B10303,3,M-3,39980,20974,14175,39,0,0
B10303,4,M-2,37169,27965,49310,66,0,0
B10303,5,M-1,36195,19331,6523,75,0,0
B10304,0,M-6,19082,17600,17014,80,0,0
B10304,1,M-5,20060,11192,25405,78,0,0
B10304,2,M-4,19180,10936,2557,68,0,0
B10304,3,M-3,19262,12183,13188,85,0,0
B10304,4,M-2,21298,12680,5680,82,0,0
B10304,5,M-1,19652,16746,15350,67,0,0
B10305,0,M-6,66756,36228,28871,68,0,0
B10305,1,M-5,65640,34679,22925,80,0,0
B10305,2,M-4,75152,38766,32387,72,0,0
B10305,3,M-3,67690,33830,28038,62,0,0
B10305,4,M-2,72267,54499,20131,37,0,0
B10305,5,M-1,77174,41864,24777,79,0,0
B10306,0,M-6,29767,19975,9831,63,0,0
B10306,1,M-5,32063,21224,12916,64,0,0
B10306,2,M-4,30424,13998,38253,84,0,0
B10306,3,M-3,32814,30350,21296,57,0,0
B10306,4,M-2,30569,18885,32778,71,0,0
B10306,5,M-1,37104,26712,41310,33,0,0
B10307,0,M-6,88564,60876,13272,26,0,0
B10307,1,M-5,83947,54951,44539,85,0,0
B10307,2,M-4,93718,54960,38354,47,0,0
B10307,3,M-3,85131,51774,41140,58,0,0
B10307,4,M-2,101204,50545,32117,73,0,0
B10307,5,M-1,100643,62520,39760,35,0,0
B10308,0,M-6,24952,13052,28567,60,0,0
B10308,1,M-5,21875,10670,10576,60,0,0
B10308,2,M-4,21912,11750,4138,73,0,0
B10308,3,M-3,21627,12377,14922,31,0,0
B10308,4,M-2,22477,11788,5790,59,0,0
B10308,5,M-1,23435,14784,10327,27,0,0
B10309,0,M-6,27748,14453,16896,46,0,0
B10309,1,M-5,28689,21518,18974,57,0,0
B10309,2,M-4,25316,17040,27231,32,0,0
B10309,3,M-3,27854,19512,17606,34,0,0
B10309,4,M-2,25886,19216,17088,33,0,0
B10309,5,M-1,25541,22082,35791,53,0,0
B10310,0,M-6,44518,30674,21795,39,0,0
B10310,1,M-5,48210,33339,6121,47,0,0
B10310,2,M-4,49323,35088,7354,87,0,0
B10310,3,M-3,48270,31754,16968,35,0,0
B10310,4,M-2,46653,27253,15795,43,0,0
B10310,5,M-1,38038,20635,11677,85,0,0
B10311,0,M-6,49132,32365,30552,48,0,0
B10311,1,M-5,53921,39702,24690,73,0,0
B10311,2,M-4,53077,34969,21313,39,0,0
B10311,3,M-3,64684,40588,8405,79,0,0
B10311,4,M-2,58257,43608,23838,67,0,0
B10311,5,M-1,68865,32280,19368,86,0,0
B10312,0,M-6,60912,46696,8325,70,0,0
B10312,1,M-5,54299,28005,24794,32,0,0
B10312,2,M-4,60049,31925,19820,48,0,0
B10312,3,M-3,56195,29377,23893,41,0,0
B10312,4,M-2,59339,33223,10927,28,0,0
B10312,5,M-1,60931,46500,24557,63,0,0
B10313,0,M-6,79999,61249,11660,60,0,0
B10313,1,M-5,84516,47202,17567,44,0,0
B10313,2,M-4,88684,66993,17644,68,0,0
B10313,3,M-3,82684,41761,17941,77,0,0
B10313,4,M-2,82965,37547,28831,53,0,0
B10313,5,M-1,75594,57682,11549,68,0,0
B10314,0,M-6,52614,37570,19151,26,0,0
B10314,1,M-5,54934,29152,23280,33,0,0
B10314,2,M-4,56784,42618,12132,49,0,0
B10314,3,M-3,58507,36821,9763,51,0,0
B10314,4,M-2,54541,30268,17112,64,0,0
B10314,5,M-1,64837,35017,16114,31,0,0
B10315,0,M-6,79077,46710,20945,87,0,0
B10315,1,M-5,79220,51981,28758,41,0,0
B10315,2,M-4,75272,52335,23626,80,0,0
B10315,3,M-3,88773,67047,37281,53,0,0
B10315,4,M-2,81286,60655,29090,84,0,0
B10315,5,M-1,84541,66549,15523,59,0,0
B10316,0,M-6,15893,10551,5090,49,0,0
B10316,1,M-5,16163,11429,17688,65,0,0
B10316,2,M-4,16697,9595,14774,62,0,0
B10316,3,M-3,17437,11397,12987,28,0,0
B10316,4,M-2,16892,10330,8731,26,0,1
B10316,5,M-1,19222,8859,3192,74,0,0
B10317,0,M-6,44259,29432,23684,84,0,0
B10317,1,M-5,49893,36661,10519,57,0,0
B10317,2,M-4,51672,30022,10675,43,0,0
B10317,3,M-3,46564,25603,15369,46,0,0
B10317,4,M-2,50116,37435,14219,54,0,0
B10317,5,M-1,46954,34701,5668,73,0,0
B10318,0,M-6,48178,34385,11897,52,0,0
B10318,1,M-5,44301,30625,16490,61,0,0
B10318,2,M-4,51709,38355,24187,30,0,0
B10318,3,M-3,46374,35261,14633,73,0,0
B10318,4,M-2,50855,39423,12677,29,0,0
B10318,5,M-1,54808,33687,13129,31,0,0
B10319,0,M-6,43717,26638,22314,78,0,0
B10319,1,M-5,43059,24309,10258,31,0,0
B10319,2,M-4,52998,37692,18459,84,0,0
B10319,3,M-3,47057,29486,17918,79,0,0
B10319,4,M-2,55769,35583,19971,70,0,0
B10319,5,M-1,55478,32996,23533,81,0,0
B10320,0,M-6,50784,25113,19176,78,0,0
B10320,1,M-5,53511,27020,21022,81,0,0
B10320,2,M-4,57905,41147,11017,74,0,0
B10320,3,M-3,53269,34927,26273,36,0,0
B10320,4,M-2,60144,30322,25845,44,0,0
B10320,5,M-1,67438,37327,14585,37,0,0
B10321,0,M-6,48532,35430,8411,59,0,0
B10321,1,M-5,50981,31925,8466,69,0,0
B10321,2,M-4,53986,33726,26524,51,0,0
B10321,3,M-3,54944,32052,19553,75,0,0
B10321,4,M-2,59010,27184,9988,42,0,0
B10321,5,M-1,55643,43198,7574,25,0,0
B10322,0,M-6,35946,21109,15329,38,0,0
B10322,1,M-5,35468,20788,14335,48,0,0
B10322,2,M-4,42443,22376,13221,59,0,0
B10322,3,M-3,44931,27182,18472,47,0,0
B10322,4,M-2,44483,34206,14112,78,0,0
B10322,5,M-1,40427,23701,19762,52,0,0
B10323,0,M-6,16844,12858,19438,51,0,0
B10323,1,M-5,18748,11999,17379,63,0,0
B10323,2,M-4,16989,14223,23939,59,0,0
B10323,3,M-3,17540,15662,14192,35,0,0
B10323,4,M-2,19372,8733,19809,59,0,0
B10323,5,M-1,18381,11704,2795,83,0,0
B10324,0,M-6,10389,7851,7043,63,0,0
B10324,1,M-5,9357,7591,13478,28,0,0
B10324,2,M-4,11028,6898,7910,36,0,0
B10324,3,M-3,11033,7149,3655,27,0,0
B10324,4,M-2,11119,6823,7516,66,0,0
B10324,5,M-1,10097,5961,2765,43,0,0
B10325,0,M-6,59278,29852,20236,88,0,0
B10325,1,M-5,57856,40998,30468,34,0,0
B10325,2,M-4,59756,42322,10905,30,0,0
B10325,3,M-3,65166,37476,14799,82,0,0
B10325,4,M-2,64851,48213,12117,40,0,0
B10325,5,M-1,56193,35064,15297,45,0,0
B10326,0,M-6,40240,29873,7734,74,0,0
B10326,1,M-5,42686,29028,5757,80,0,0
B10326,2,M-4,44556,22775,6396,25,0,0
B10326,3,M-3,42371,30452,18140,28,0,0
B10326,4,M-2,40556,31727,8034,81,0,0
B10326,5,M-1,39734,22886,11680,33,0,0
B10327,0,M-6,45756,35580,62105,44,0,0
B10327,1,M-5,39323,18054,10678,51,0,0
B10327,2,M-4,44514,41750,42461,31,0,0
B10327,3,M-3,45737,31849,39847,71,0,0
B10327,4,M-2,46441,37002,62814,33,0,0
B10327,5,M-1,42465,25890,24918,27,0,0
B10328,0,M-6,28108,21132,42751,45,0,0
B10328,1,M-5,30317,18338,29927,53,0,0
B10328,2,M-4,32916,30001,16905,71,0,0
B10328,3,M-3,32566,21396,36598,82,0,0
B10328,4,M-2,34388,20083,45023,37,0,0
B10328,5,M-1,33648,31518,32224,68,0,0
B10329,0,M-6,38819,21360,5047,58,0,0
B10329,1,M-5,42146,29107,14159,74,0,0
B10329,2,M-4,40809,19583,9772,54,0,0
B10329,3,M-3,38841,17727,9093,28,0,0
B10329,4,M-2,38644,26155,12213,69,0,0
B10329,5,M-1,35589,26447,15033,58,0,0
B10330,0,M-6,38494,33585,37226,76,0,0
B10330,1,M-5,38878,25842,19112,63,0,0
B10330,2,M-4,37076,17370,40463,69,0,0
B10330,3,M-3,37871,29951,23612,84,0,0
B10330,4,M-2,41953,30817,53054,71,0,0
B10330,5,M-1,41153,31794,15597,33,0,0
B10331,0,M-6,15739,11599,19171,70,0,0
B10331,1,M-5,15378,13656,18333,44,0,1
B10331,2,M-4,18077,15050,5140,60,0,0
B10331,3,M-3,15752,11589,10046,86,0,0
B10331,4,M-2,17156,11856,14803,85,0,0
B10331,5,M-1,16410,13607,15362,31,0,0
B10332,0,M-6,21869,13146,10970,59,0,0
B10332,1,M-5,19556,11768,29130,53,0,0
B10332,2,M-4,23683,20648,18957,89,0,0
B10332,3,M-3,22622,19867,28268,35,0,0
B10332,4,M-2,21807,16294,28378,82,0,0
B10332,5,M-1,24073,17811,29637,77,0,0
B10333,0,M-6,27537,14163,11198,74,0,0
B10333,1,M-5,26997,18480,3773,86,0,0
B10333,2,M-4,28288,22515,4198,61,0,0
B10333,3,M-3,26057,13435,11733,51,0,0
B10333,4,M-2,28509,19346,4701,38,0,0
B10333,5,M-1,24289,16748,11546,28,0,0
B10334,0,M-6,76119,48923,24314,54,0,0
B10334,1,M-5,68709,47242,8001,71,0,0
B10334,2,M-4,76852,39123,13673,29,0,0
B10334,3,M-3,70556,54024,9397,87,0,0
B10334,4,M-2,76914,49691,33270,84,0,0
B10334,5,M-1,77963,56250,24980,60,0,0
B10335,0,M-6,45728,27737,9479,78,0,0
B10335,1,M-5,41639,29249,5506,59,0,0
B10335,2,M-4,46245,25542,14294,86,0,0
B10335,3,M-3,41057,18668,21951,57,0,0
B10335,4,M-2,43609,33392,16925,39,0,0
B10335,5,M-1,43853,29623,12191,76,0,0
B10336,0,M-6,41677,23630,19581,44,0,0
B10336,1,M-5,41666,33259,20025,84,0,0
B10336,2,M-4,36795,26999,17772,62,0,0
B10336,3,M-3,35217,17454,14051,58,0,0
B10336,4,M-2,37601,26042,7062,67,0,0
B10336,5,M-1,40049,31588,19228,72,0,0
B10337,0,M-6,38285,21455,39321,40,0,0
B10337,1,M-5,35901,17673,47359,84,0,0
B10337,2,M-4,36067,17288,8112,46,0,0
B10337,3,M-3,34852,17578,36063,73,0,0
B10337,4,M-2,32803,17751,17749,29,0,0
B10337,5,M-1,34881,30805,22802,88,0,0
B10338,0,M-6,26046,14013,11411,51,0,0
B10338,1,M-5,24375,12719,27422,28,0,0
B10338,2,M-4,24466,22635,31142,42,0,0
B10338,3,M-3,25544,19439,13416,40,0,0
B10338,4,M-2,25956,19305,12413,80,0,0
B10338,5,M-1,27205,21382,33024,76,0,0
B10339,0,M-6,43129,22778,56943,80,0,0
B10339,1,M-5,40477,22922,56161,27,0,0
B10339,2,M-4,44934,31833,42442,79,0,0
B10339,3,M-3,49411,40338,61609,83,0,0
B10339,4,M-2,46339,38066,51582,45,0,0
B10339,5,M-1,53671,49152,67251,65,0,0
B10340,0,M-6,36867,27649,26313,58,0,0
B10340,1,M-5,35974,17954,31380,27,0,0
B10340,2,M-4,38905,34934,34305,50,0,0
B10340,3,M-3,35524,25276,22666,58,0,0
B10340,4,M-2,39775,32494,7743,78,0,0
B10340,5,M-1,37786,24948,31473,89,0,0
B10341,0,M-6,46447,26609,16075,48,0,0
B10341,1,M-5,45339,36222,9352,73,0,0
B10341,2,M-4,45426,35007,16979,38,0,0
B10341,3,M-3,48387,22049,5293,47,0,0
B10341,4,M-2,46612,26622,10895,76,0,0
B10341,5,M-1,40608,24950,13623,76,0,0
B10342,0,M-6,58586,46329,12859,53,0,0
B10342,1,M-5,61567,48430,16143,89,0,0
B10342,2,M-4,61706,36137,18559,57,0,0
B10342,3,M-3,60890,29527,20840,49,0,0
B10342,4,M-2,62160,31349,25038,66,0,0
B10342,5,M-1,62834,31925,12173,33,0,0
B10343,0,M-6,39402,30736,19863,81,0,0
B10343,1,M-5,47143,21735,7351,69,0,0
B10343,2,M-4,44853,32934,21370,76,0,0
B10343,3,M-3,44784,24048,15044,25,0,0
B10343,4,M-2,40379,21897,21563,76,0,0
B10343,5,M-1,47495,30812,18160,79,0,0
B10344,0,M-6,69692,47494,19135,42,0,0
B10344,1,M-5,63012,44359,7346,38,0,0
B10344,2,M-4,74772,45417,13463,65,0,0
B10344,3,M-3,68465,54043,18535,64,0,0
B10344,4,M-2,62274,41285,25376,50,0,0
B10344,5,M-1,70800,47096,8978,78,0,0
B10345,0,M-6,76939,50659,32608,78,0,0
B10345,1,M-5,78544,47555,10878,85,0,0
B10345,2,M-4,67140,32718,29360,52,0,0
B10345,3,M-3,67845,31397,26669,36,0,0
B10345,4,M-2,69487,38240,10350,88,0,0
B10345,5,M-1,74573,55723,20720,43,0,0
B10346,0,M-6,45169,25779,39706,76,0,0
B10346,1,M-5,45711,31577,41678,53,0,0
B10346,2,M-4,39086,17703,26783,66,0,0
B10346,3,M-3,43654,24642,24085,64,0,0
B10346,4,M-2,41187,33302,28287,47,0,0
B10346,5,M-1,44362,37962,38539,37,0,0
B10347,0,M-6,21705,18056,19418,44,0,0
B10347,1,M-5,26031,22546,22409,74,0,0
B10347,2,M-4,25090,22451,25106,61,0,0
B10347,3,M-3,24118,12395,23986,39,0,0
B10347,4,M-2,22793,17839,19366,57,0,0
B10347,5,M-1,27358,25703,32767,40,0,0
B10348,0,M-6,21754,18988,6430,37,0,0
B10348,1,M-5,19946,15108,22250,41,0,0
B10348,2,M-4,21886,12896,27552,77,0,0
B10348,3,M-3,21968,14600,20707,60,0,0
B10348,4,M-2,20788,18419,25492,29,0,0
B10348,5,M-1,21746,12206,3270,41,0,0
B10349,0,M-6,19917,16131,9859,30,0,0
B10349,1,M-5,19765,15569,30303,87,0,0
B10349,2,M-4,21675,12121,17211,34,0,0
B10349,3,M-3,21445,19920,15369,53,1,0
B10349,4,M-2,20532,12984,18005,72,0,0
B10349,5,M-1,20988,11627,24861,60,0,0
B10350,0,M-6,28742,23980,28813,33,0,0
B10350,1,M-5,29992,16616,4561,38,0,0
B10350,2,M-4,25333,17122,7540,45,0,0
B10350,3,M-3,26313,20448,11271,70,0,0
B10350,4,M-2,26701,15643,8028,78,0,0
B10350,5,M-1,27363,25937,14932,38,0,0
B10351,0,M-6,35692,26511,15261,49,0,0
B10351,1,M-5,40978,28427,6102,76,0,0
B10351,2,M-4,40646,18974,11994,60,0,0
B10351,3,M-3,45002,30456,14108,40,0,0
B10351,4,M-2,45360,32163,19183,80,0,0
B10351,5,M-1,40988,32719,6758,47,0,0
B10352,0,M-6,40034,33200,30490,88,0,0
B10352,1,M-5,38949,22398,47245,69,0,0
B10352,2,M-4,37051,23880,35066,88,0,0
B10352,3,M-3,44240,41320,36239,84,0,0
B10352,4,M-2,38426,31827,53467,67,0,0
B10352,5,M-1,47325,25592,47779,38,0,0
B10353,0,M-6,30472,19924,11267,75,0,0
B10353,1,M-5,33438,24689,13492,45,0,0
B10353,2,M-4,33298,22472,6572,76,0,0
B10353,3,M-3,30814,23033,3834,51,0,0
B10353,4,M-2,35014,17844,8840,50,0,0
B10353,5,M-1,34287,19549,11823,44,0,0
B10354,0,M-6,34413,19551,14888,62,0,0
B10354,1,M-5,39353,20265,35329,69,0,0
B10354,2,M-4,37368,20315,9174,89,0,0
B10354,3,M-3,40537,34890,49144,45,0,0
B10354,4,M-2,43114,24529,43167,71,0,0
B10354,5,M-1,51864,30723,29518,42,0,0
B10355,0,M-6,98971,77084,38286,28,0,0
B10355,1,M-5,116149,60895,26864,25,0,0
B10355,2,M-4,109737,78885,39442,68,0,0
B10355,3,M-3,122955,64642,41306,56,0,0
B10355,4,M-2,125329,64807,44856,29,0,0
B10355,5,M-1,124853,74147,12870,36,0,0
B10356,0,M-6,15554,14151,2562,28,0,0
B10356,1,M-5,16714,14913,12649,67,0,0
B10356,2,M-4,16166,9536,11425,28,1,0
B10356,3,M-3,15484,11300,12220,60,0,0
B10356,4,M-2,17250,14570,20820,85,0,0
B10356,5,M-1,14446,7899,5072,67,0,0
B10357,0,M-6,46497,29267,24346,83,0,0
B10357,1,M-5,47299,22463,17566,49,0,0
B10357,2,M-4,42122,19350,11626,81,0,0
B10357,3,M-3,41708,26301,13250,46,0,0
B10357,4,M-2,47669,28088,15039,76,0,0
B10357,5,M-1,41701,31015,17514,49,0,0
B10358,0,M-6,79799,59055,44050,28,0,0
B10358,1,M-5,87060,64018,27977,72,0,0
B10358,2,M-4,78992,40429,23324,34,0,0
B10358,3,M-3,89715,58124,15499,74,0,0
B10358,4,M-2,88660,61722,32528,27,0,0
B10358,5,M-1,77686,53301,32616,82,0,0
B10359,0,M-6,18277,10726,5843,42,0,0
